0.1,exp,2.842466568,
0.4,exp,3.195399724,
0.7,exp,1.583358504,
,,SUM =,7.621224796
,,,
0.1,unexp,2.826634507,
0.4,unexp,3.252544189,
0.7,unexp,1.560988437,
,,SUM = ,7.640167133
,,,
,,,
,,0.018942337,
